"","region","subtype","market","coveragetype","price","cluster"
"65436","NORTHEAST","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",200,7
"37430","MID ATLANTIC","EL TR GEARED","HOSPITAL / HEALTHCARE","PLATINUM",500,2
"33059","MID ATLANTIC","EL HYDRAULIC","MIXED USE BUILDINGS","BRONZE",71,5
"51948","MIDWEST","EL HY HOLELESS W/O ROPE","HOTEL / RESTAURANT","GOLD",350,4
"22987","FLORIDA","EL HYDRAULIC","OFFICE","GOLD",184.4,4
"27198","FLORIDA","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM PREMIERE",258.88,3
"76611","PACIFIC NORTHWEST","EL HYDRAULIC","EDUCATION / RELIGION","BRONZE",142,1
"74510","PACIFIC NORTHWEST","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",228.43,8
"77814","PACIFIC NORTHWEST","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",50,1
"27703","FLORIDA","EL TR GEARED","PRIVATE RESIDENTIAL - COMFORT","PLATINUM",364.15,2
"85543","SOUTH","EL HYDRAULIC","OFFICE","PLATINUM",258.37,2
"61667","NORTHEAST","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",322.41,7
"16815","CENTRAL","EL HYDRAULIC","OFFICE","PLATINUM",160,4
"33510","MID ATLANTIC","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM",250,5
"3797","CALIFORNIA","EL TR GEARED","MIXED USE BUILDINGS","GOLD",510,7
"94746","SOUTHEAST","EL HYDRAULIC","OFFICE","GOLD",667.97,4
"15613","CENTRAL","EL TR GEARED","HOSPITAL / HEALTHCARE","GOLD",364.44,6
"55513","MIDWEST","EL HYDRAULIC","OFFICE","GOLD",145,4
"95792","SOUTHEAST","EL TR GEARLESS","OFFICE","PLATINUM",795.2,2
"108903","SOUTHWEST","EL HYDRAULIC","OFFICE","PLATINUM",141.25,4
"50161","MIDWEST","EL TR GEARED","HOSPITAL / HEALTHCARE","PLATINUM PREMIERE",563.06,9
"59921","NORTHEAST","EL HYDRAULIC","EDUCATION / RELIGION","BRONZE",112,1
"68259","NORTHEAST","EL HY HOLELESS W/ ROPE","OFFICE","PLATINUM PREMIERE",500,9
"35184","MID ATLANTIC","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",87.63,7
"89098","SOUTH","EL TR GEARED","OFFICE","PLATINUM",350,2
"35170","MID ATLANTIC","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM PREMIERE",151.76,5
"101103","SOUTHEAST","EL TR GEARED","OFFICE","GOLD",140,1
"61830","NORTHEAST","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",581.29,7
"9957","CALIFORNIA","EL HYDRAULIC","PRIVATE RESIDENTIAL - COMFORT","BRONZE",160,7
"31239","FLORIDA","EL TR GEARED","HOTEL / RESTAURANT","PLATINUM PREMIERE",496.41,9
"90020","SOUTH","EL TR GEARED","MIXED USE BUILDINGS","GOLD",332.77,6
"55420","MIDWEST","EL TR GEARED","OFFICE","PLATINUM",405.52,2
"9544","CALIFORNIA","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",320,7
"83955","SOUTH","EL MR GEARED","EDUCATION / RELIGION","PLATINUM",140,5
"91781","SOUTHEAST","EL HY TWIN POST","EDUCATION / RELIGION","PLATINUM PREMIERE",112.37,1
"20218","FLORIDA","EL HY IN-GROUND","HOTEL / RESTAURANT","PLATINUM",217.73,5
"101292","SOUTHEAST","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM PREMIERE",200.3,1
"92469","SOUTHEAST","EL MR GEARLESS","OFFICE","PLATINUM",350.12,2
"104354","SOUTHWEST","EL HYDRAULIC","EDUCATION / RELIGION","BRONZE",80,1
"20105","FLORIDA","EL HYDRAULIC","OFFICE","GOLD",270.37,4
"7359","CALIFORNIA","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",227.92,7
"102651","SOUTHWEST","EL HYDRAULIC","HOSPITAL / HEALTHCARE","GOLD",113,6
"540","CALIFORNIA","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM",275,5
"30161","FLORIDA","EL HYDRAULIC","PRIVATE RESIDENTIAL - COMFORT","PLATINUM PREMIERE",255,3
"32568","MID ATLANTIC","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",215,5
"101724","SOUTHEAST","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM PREMIERE",200,7
"30229","FLORIDA","EL HYDRAULIC","OFFICE","PLATINUM PREMIERE",250,3
"79545","PACIFIC NORTHWEST","EL TR GEARED","EDUCATION / RELIGION","BRONZE",92.85,1
"44615","MIDWEST","EL HYDRAULIC","OFFICE","GOLD",145,4
"89215","SOUTH","EL TR GEARED","HOSPITAL / HEALTHCARE","PLATINUM",534.35,2
"63822","NORTHEAST","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",240,1
"68824","NORTHEAST","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM PREMIERE",350,9
"70601","NORTHEAST","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",175,7
"40339","MID ATLANTIC","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM",131,5
"63218","NORTHEAST","EL TR GEARLESS","HOSPITAL / HEALTHCARE","GOLD",370.22,6
"16008","CENTRAL","EL TR GEARED","HOSPITAL / HEALTHCARE","PLATINUM",115,6
"97502","SOUTHEAST","EL HY MRL","HOTEL / RESTAURANT","GOLD",236.89,1
"45681","MIDWEST","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM",57003.69,5
"25336","FLORIDA","EL HY MRL","RETAIL","GOLD",255.2,7
"62222","NORTHEAST","EL TR GEARLESS","MIXED USE BUILDINGS","PLATINUM PREMIERE",781.17,9
"15753","CENTRAL","EL HY MRL","ENTERTAINMENT / LEISURE","GOLD",225,7
"74405","PACIFIC NORTHWEST","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM",350,8
"36668","MID ATLANTIC","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",277,7
"35337","MID ATLANTIC","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM",82.17,5
"100679","SOUTHEAST","EL TR GEARED","OFFICE","GOLD",365,6
"52434","MIDWEST","EL HYDRAULIC","HOSPITAL / HEALTHCARE","PLATINUM",125,4
"19470","FLORIDA","EL TR GEARED","HOTEL / RESTAURANT","PLATINUM",504.28,2
"40421","MID ATLANTIC","EL TR GEARLESS","OFFICE","PLATINUM",450,2
"40277","MID ATLANTIC","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM",131,5
"64347","NORTHEAST","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",180,7
"21884","FLORIDA","EL HYDRAULIC","HOSPITAL / HEALTHCARE","PLATINUM PREMIERE",508.4,3
"103909","SOUTHWEST","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",260,1
"11268","CENTRAL","EL HYDRAULIC","ENTERTAINMENT / LEISURE","PLATINUM",155,5
"110635","SOUTHWEST","EL TR GEARED","OFFICE","PLATINUM PREMIERE",460.75,2
"40962","MID ATLANTIC","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM",300,5
"54568","MIDWEST","EL HY TWIN POST","HOSPITAL / HEALTHCARE","BRONZE",52.62,4
"39778","MID ATLANTIC","EL DW GEARED","MIXED USE BUILDINGS","PLATINUM",200,5
"44516","MIDWEST","EL MACHINE ROOMLESS","HOSPITAL / HEALTHCARE","PLATINUM",195,4
"35433","MID ATLANTIC","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",150,7
"82514","SOUTH","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",266.47,7
"78483","PACIFIC NORTHWEST","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM PREMIERE",186.11,5
"3838","CALIFORNIA","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",250,7
"100457","SOUTHEAST","EL TR GEARED","MIXED USE BUILDINGS","GOLD",534.58,9
"41119","MID ATLANTIC","EL TR GEARED","OFFICE","PLATINUM",318.75,2
"90741","SOUTH","EL HYDRAULIC","HOSPITAL / HEALTHCARE","GOLD",205,4
"9153","CALIFORNIA","EL TR GEARED","OFFICE","PLATINUM",1345,2
"88175","SOUTH","EL TR GEARLESS","OFFICE","PLATINUM",485,2
"20857","FLORIDA","EL HYDRAULIC","PRIVATE RESIDENTIAL - COMFORT","PLATINUM",210,5
"12409","CENTRAL","EL MR LOW","HOTEL / RESTAURANT","GOLD",300,6
"36431","MID ATLANTIC","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",200,7
"78544","PACIFIC NORTHWEST","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM PREMIERE",340,8
"29109","FLORIDA","EL HYDRAULIC","OFFICE","GOLD",210,4
"70220","NORTHEAST","EL HY MRL","OFFICE","GOLD",260,4
"101505","SOUTHEAST","EL TR GEARED","EDUCATION / RELIGION","PLATINUM PREMIERE",200.3,1
"104890","SOUTHWEST","EL HYDRAULIC","OFFICE","GOLD",170,4
"113081","SOUTHWEST","EL HYDRAULIC","PRIVATE RESIDENTIAL - COMFORT","GOLD",448.14,6
"107039","SOUTHWEST","EL HOMELIFT","EDUCATION / RELIGION","GOLD",109.43,1
"93784","SOUTHEAST","EL HYDRAULIC","OFFICE","GOLD",158,1
"55230","MIDWEST","EL HYDRAULIC","OFFICE","GOLD",130,4
"93653","SOUTHEAST","EL HY MRL","EDUCATION / RELIGION","GOLD",250,1
"8655","CALIFORNIA","EL MR LOW","MIXED USE BUILDINGS","GOLD",400,7
"1097","CALIFORNIA","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",163.19,7
"26686","FLORIDA","EL MR GEARED","HOSPITAL / HEALTHCARE","GOLD",281,6
"10187","CENTRAL","EL HYDRAULIC","RETAIL","PLATINUM",165,5
"80258","PACIFIC NORTHWEST","EL HYDRAULIC","OFFICE","GOLD",230,4
"12626","CENTRAL","EL TR GEARED","OFFICE","PLATINUM",434.2,2
"88217","SOUTH","EL TR GEARLESS","OFFICE","PLATINUM",1091.43,2
"54389","MIDWEST","EL HYDRAULIC","HOTEL / RESTAURANT","PLATINUM PREMIERE",170,4
"3169","CALIFORNIA","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",250,7
"27630","FLORIDA","EL TR GEARED","OFFICE","PLATINUM",385,2
"112791","SOUTHWEST","EL HYDRAULIC","INDUSTRIAL","GOLD",315.84,6
"20395","FLORIDA","EL HYDRAULIC","OFFICE","GOLD",225.93,4
"2999","CALIFORNIA","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",325,8
"51296","MIDWEST","EL TR GEARED","INDUSTRIAL","GOLD",205,4
"13542","CENTRAL","EL MACHINE ROOMLESS","OFFICE","PLATINUM PREMIERE",615.82,9
"65041","NORTHEAST","EL HYDRAULIC","HOSPITAL / HEALTHCARE","GOLD",190,4
"11698","CENTRAL","EL HYDRAULIC","OFFICE","GOLD",426.67,4
"72377","PACIFIC NORTHWEST","EL HYDRAULIC","OFFICE","BRONZE",275,8
"65935","NORTHEAST","EL TR GEARED","HOSPITAL / HEALTHCARE","PLATINUM PREMIERE",708,9
"93832","SOUTHEAST","EL TR GEARED","EDUCATION / RELIGION","PLATINUM PREMIERE",225,1
"100583","SOUTHEAST","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM PREMIERE",200,7
"72524","PACIFIC NORTHWEST","EL HYDRAULIC","MIXED USE BUILDINGS","BRONZE",148,8
"84972","SOUTH","EL HY TWIN POST","HOSPITAL / HEALTHCARE","GOLD",206.9,6
"6021","CALIFORNIA","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",275,7
"41540","MID ATLANTIC","EL TR GEARED","OFFICE","PLATINUM",400,2
"32688","MID ATLANTIC","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",299,8
"86701","SOUTH","EL HY MRL","PRIVATE RESIDENTIAL - PREMIUM","SILVER",190.62,2
"100037","SOUTHEAST","EL TR GEARED","MIXED USE BUILDINGS","PLATINUM PREMIERE",515.36,9
"68433","NORTHEAST","EL HYDRAULIC","HOSPITAL / HEALTHCARE","PLATINUM",450,8
"64304","NORTHEAST","EL MACHINE ROOMLESS","PRIVATE RESIDENTIAL - COMFORT","PLATINUM",400,8
"39026","MID ATLANTIC","EL TR GEARED","MIXED USE BUILDINGS","PLATINUM",379.88,8
"35743","MID ATLANTIC","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",131.58,7
"95243","SOUTHEAST","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",125,8
"1153","CALIFORNIA","EL TR GEARED","MIXED USE BUILDINGS","PLATINUM",163.19,7
"105676","SOUTHWEST","EL HYDRAULIC","AIRPORT","PLATINUM PREMIERE",672181.16,3
"54482","MIDWEST","EL HYDRAULIC","HOTEL / RESTAURANT","GOLD",396.31,4
"38262","MID ATLANTIC","EL TR GEARED","MIXED USE BUILDINGS","PLATINUM",426.46,2
"93777","SOUTHEAST","EL HYDRAULIC","OFFICE","GOLD",158,1
"10134","CENTRAL","EL HY IN-GROUND","RETAIL","PLATINUM PREMIERE",326.41,3
"72403","PACIFIC NORTHWEST","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",300,8
"7929","CALIFORNIA","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",219,7
"72020","PACIFIC NORTHWEST","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",250,7
"37397","MID ATLANTIC","EL HYDRAULIC","OFFICE","GOLD",180,4
"49593","MIDWEST","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",165,1
"58815","MIDWEST","EL TR GEARED","HOTEL / RESTAURANT","PLATINUM PREMIERE",516.23,9
"79238","PACIFIC NORTHWEST","EL HY TELESCOPIC","EDUCATION / RELIGION","GOLD",81,1
"98111","SOUTHEAST","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",132,1
"99360","SOUTHEAST","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",110,1
"20829","FLORIDA","EL TR GEARED","PRIVATE RESIDENTIAL - COMFORT","PLATINUM",273.23,2
"93444","SOUTHEAST","EL TR GEARED","MIXED USE BUILDINGS","PLATINUM PREMIERE",390,9
"54268","MIDWEST","INDUSTRIAL LIFT","EDUCATION / RELIGION","GOLD",135,1
"12407","CENTRAL","EL MR LOW","HOTEL / RESTAURANT","GOLD",300,6
"111395","SOUTHWEST","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",165,8
"93385","SOUTHEAST","EL TR GEARED","MIXED USE BUILDINGS","PLATINUM",550,2
"25615","FLORIDA","EL HYDRAULIC","OFFICE","GOLD",292,4
"43094","MID ATLANTIC","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM",200,5
"30478","FLORIDA","EL HY TWIN POST","HOSPITAL / HEALTHCARE","PLATINUM PREMIERE",260,3
"95687","SOUTHEAST","EL TR GEARED","HOTEL / RESTAURANT","PLATINUM",425,2
"40939","MID ATLANTIC","EL HYDRAULIC","OFFICE","GOLD",150,4
"76864","PACIFIC NORTHWEST","EL HYDRAULIC","EDUCATION / RELIGION","BRONZE",82.89,1
"45","CALIFORNIA","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",208,7
"47468","MIDWEST","EL TR GEARED","PRIVATE RESIDENTIAL - COMFORT","GOLD",500,6
"111587","SOUTHWEST","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",150,8
"16159","CENTRAL","EL TR GEARLESS","OFFICE","PLATINUM",3712,2
"75645","PACIFIC NORTHWEST","EL HYDRAULIC","HOTEL / RESTAURANT","PLATINUM",260,8
"44113","MID ATLANTIC","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",175,7
"91388","SOUTH","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",225,7
"47492","MIDWEST","EL TR GEARED","RETAIL","GOLD",285,6
"22982","FLORIDA","EL HYDRAULIC","OFFICE","GOLD",184.4,4
"94821","SOUTHEAST","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM",130,1
"74669","PACIFIC NORTHWEST","EL HYDRAULIC","EDUCATION / RELIGION","BRONZE",175,1
"6086","CALIFORNIA","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",115,7
"25617","FLORIDA","EL HYDRAULIC","OFFICE","GOLD",292,4
"80243","PACIFIC NORTHWEST","EL HYDRAULIC","OFFICE","GOLD",230,4
"1227","CALIFORNIA","EL TR GEARED","HOSPITAL / HEALTHCARE","PLATINUM",525,2
"13687","CENTRAL","EL HYDRAULIC","OFFICE","PLATINUM",3763.8,2
"95383","SOUTHEAST","EL TR GEARED","OFFICE","PLATINUM",125,2
"112949","SOUTHWEST","EL TR GEARED","HOSPITAL / HEALTHCARE","GOLD",520,6
"27786","FLORIDA","EL TR GEARED","MIXED USE BUILDINGS","GOLD",380,6
"86434","SOUTH","EL HY IN-GROUND","MIXED USE BUILDINGS","GOLD",190,7
"58959","MIDWEST","EL TR GEARLESS","HOSPITAL / HEALTHCARE","PLATINUM PREMIERE",654.31,3
"22451","FLORIDA","EL HYDRAULIC","HOSPITAL / HEALTHCARE","PLATINUM",456.01,3
"98368","SOUTHEAST","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",150,1
"106888","SOUTHWEST","EL HY IN-GROUND","MIXED USE BUILDINGS","PLATINUM PREMIERE",126.84,9
"85356","SOUTH","EL HY TELESCOPIC","OFFICE","PLATINUM",268,2
"24558","FLORIDA","EL MACHINE ROOMLESS","EDUCATION / RELIGION","GOLD",435.53,1
"83732","SOUTH","EL HY TWIN POST","EDUCATION / RELIGION","GOLD",190,1
"99552","SOUTHEAST","EL TR GEARED","HOTEL / RESTAURANT","PLATINUM PREMIERE",450,9
"106345","SOUTHWEST","EL HYDRAULIC","HOTEL / RESTAURANT","PLATINUM PREMIERE",296.87,3
"100525","SOUTHEAST","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",170,1
"20018","FLORIDA","EL MR LOW","EDUCATION / RELIGION","PLATINUM PREMIERE",281.65,3
"97446","SOUTHEAST","EL HYDRAULIC","OFFICE","GOLD",77,1
"9234","CALIFORNIA","EL HYDRAULIC","OFFICE","GOLD",240,7
"92927","SOUTHEAST","EL HYDRAULIC","RETAIL","GOLD",136,1
"3003","CALIFORNIA","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",575,8
"97101","SOUTHEAST","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM PREMIERE",116.38,1
"90555","SOUTH","EL HY MRL","HOSPITAL / HEALTHCARE","GOLD",209,6
"109426","SOUTHWEST","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM",500,5
"109143","SOUTHWEST","EL HYDRAULIC","OFFICE","GOLD",140,4
"14148","CENTRAL","EL HY TELESCOPIC","PRIVATE RESIDENTIAL - PREMIUM","PLATINUM PREMIERE",250,3
"106402","SOUTHWEST","EL HY IN-GROUND","HOTEL / RESTAURANT","PLATINUM",275,6
"111383","SOUTHWEST","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",166.5,1
"105065","SOUTHWEST","EL MR GEARED","PRIVATE RESIDENTIAL - PREMIUM","PLATINUM",500,2
"2930","CALIFORNIA","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",245,7
"75092","PACIFIC NORTHWEST","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",250.1,8
"80613","PACIFIC NORTHWEST","EL HYDRAULIC","OFFICE","GOLD",250,4
"9872","CALIFORNIA","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",250,7
"40944","MID ATLANTIC","EL TR GEARED","OFFICE","PLATINUM",375,2
"45727","MIDWEST","EL TR GEARED","EDUCATION / RELIGION","PLATINUM",57003.69,2
"106657","SOUTHWEST","EL HY TWIN POST","INDUSTRIAL","GOLD",265,6
"96506","SOUTHEAST","EL HYDRAULIC","OFFICE","BRONZE",85,1
"97049","SOUTHEAST","EL HYDRAULIC","HOTEL / RESTAURANT","PLATINUM PREMIERE",215,1
"73489","PACIFIC NORTHWEST","EL TR GEARLESS","MIXED USE BUILDINGS","PLATINUM PREMIERE",324,8
"69325","NORTHEAST","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM",385,5
"103342","SOUTHWEST","EL MACHINE ROOMLESS","EDUCATION / RELIGION","GOLD",125,1
"93410","SOUTHEAST","EL TR GEARLESS","MIXED USE BUILDINGS","PLATINUM",550,8
"31132","FLORIDA","EL HYDRAULIC","PRIVATE RESIDENTIAL - COMFORT","PLATINUM PREMIERE",250,3
"67721","NORTHEAST","EL HYDRAULIC","ENTERTAINMENT / LEISURE","PLATINUM PREMIERE",808,9
"101455","SOUTHEAST","EL TR GEARED","EDUCATION / RELIGION","PLATINUM PREMIERE",200.3,1
"17280","CENTRAL","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",405,1
"100616","SOUTHEAST","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",287.52,1
"97017","SOUTHEAST","EL TR GEARED","EDUCATION / RELIGION","PLATINUM PREMIERE",242.1,1
"23306","FLORIDA","EL TR GEARLESS","PRIVATE RESIDENTIAL - PREMIUM","PLATINUM",891.4,2
"53515","MIDWEST","EL MR GEARED","INDUSTRIAL","BRONZE",80,4
"2547","CALIFORNIA","EL HYDRAULIC","HOTEL / RESTAURANT","PLATINUM",150,5
"95719","SOUTHEAST","EL HY MRL","ENTERTAINMENT / LEISURE","PLATINUM",200,5
"28526","FLORIDA","EL HYDRAULIC","HOSPITAL / HEALTHCARE","PLATINUM",200,3
"74779","PACIFIC NORTHWEST","INDUSTRIAL LIFT","HOSPITAL / HEALTHCARE","PLATINUM",770.61,8
"76411","PACIFIC NORTHWEST","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM PREMIERE",328.58,8
"51356","MIDWEST","EL HYDRAULIC","HOSPITAL / HEALTHCARE","BRONZE",50,4
"43809","MID ATLANTIC","EL HYDRAULIC","HOSPITAL / HEALTHCARE","GOLD",190,4
"51686","MIDWEST","EL HY TWIN POST","HOSPITAL / HEALTHCARE","PLATINUM",175,4
"94181","SOUTHEAST","EL HY MRL","ENTERTAINMENT / LEISURE","PLATINUM PREMIERE",275,3
"107909","SOUTHWEST","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",79.9,1
"2145","CALIFORNIA","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",208.31,7
"8310","CALIFORNIA","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",121.63,7
"87410","SOUTH","EL TR GEARED","HOSPITAL / HEALTHCARE","PLATINUM",914,2
"82078","PACIFIC NORTHWEST","EL MACHINE ROOMLESS","OFFICE","PLATINUM",450,2
"66402","NORTHEAST","EL HOMELIFT","MIXED USE BUILDINGS","PLATINUM",700,9
"101610","SOUTHEAST","EL HY IN-GROUND","HOSPITAL / HEALTHCARE","GOLD",150,1
"105447","SOUTHWEST","EL TR GEARED","OFFICE","GOLD",600,6
"7481","CALIFORNIA","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",250,7
"4881","CALIFORNIA","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",288.51,7
"19202","FLORIDA","EL HYDRAULIC","OFFICE","GOLD",235.34,4
"83800","SOUTH","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",140,7
"93341","SOUTHEAST","EL HYDRAULIC","ENTERTAINMENT / LEISURE","GOLD",202.5,1
"44721","MIDWEST","EL HYDRAULIC","HOSPITAL / HEALTHCARE","PLATINUM PREMIERE",344,3
"45615","MIDWEST","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM",57003.69,5
"108413","SOUTHWEST","EL HY MRL","EDUCATION / RELIGION","GOLD",189,1
"55418","MIDWEST","EL TR GEARED","OFFICE","PLATINUM",405.52,2
"35452","MID ATLANTIC","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM",152.98,5
"46143","MIDWEST","EL HYDRAULIC","RETAIL","BRONZE",70,4
"94816","SOUTHEAST","EL HYDRAULIC","INDUSTRIAL","GOLD",175,1
"1195","CALIFORNIA","EL DW GEARED","HOSPITAL / HEALTHCARE","BRONZE",525,3
"60082","NORTHEAST","EL TR GEARED","HOSPITAL / HEALTHCARE","GOLD",240,6
"86858","SOUTH","EL TR GEARLESS","OFFICE","PLATINUM",969.81,2
"91864","SOUTHEAST","EL TR GEARED","EDUCATION / RELIGION","PLATINUM",545.15,2
"102670","SOUTHWEST","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM",312.44,5
"31001","FLORIDA","EL HYDRAULIC","OFFICE","GOLD",327.93,4
"92642","SOUTHEAST","EL TR GEARED","OFFICE","PLATINUM",335,2
"17820","CENTRAL","EL TR GEARED","HOSPITAL / HEALTHCARE","PLATINUM PREMIERE",448,3
"36376","MID ATLANTIC","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",250,5
"28100","FLORIDA","EL TR GEARLESS","EDUCATION / RELIGION","PLATINUM",120,5
"102327","SOUTHWEST","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",351.51,1
"17402","CENTRAL","EL HYDRAULIC","HOSPITAL / HEALTHCARE","GOLD",200,4
"35051","MID ATLANTIC","EL TR GEARED","OFFICE","PLATINUM PREMIERE",6200,9
"48505","MIDWEST","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",605.78,4
"22136","FLORIDA","EL HYDRAULIC","PRIVATE RESIDENTIAL - PREMIUM","GOLD",165,1
"111593","SOUTHWEST","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",150,8
"76975","PACIFIC NORTHWEST","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",235,7
"75608","PACIFIC NORTHWEST","EL HYDRAULIC","OFFICE","GOLD",350,4
"46188","MIDWEST","EL HYDRAULIC","OFFICE","PLATINUM",240,4
"111086","SOUTHWEST","EL HYDRAULIC","HOSPITAL / HEALTHCARE","PLATINUM PREMIERE",270,3
"77615","PACIFIC NORTHWEST","EL HYDRAULIC","OFFICE","BRONZE",96.16,4
"86510","SOUTH","EL HY IN-GROUND","HOSPITAL / HEALTHCARE","PLATINUM PREMIERE",672.25,3
"77370","PACIFIC NORTHWEST","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM",414,8
"688","CALIFORNIA","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM",336.59,5
"78435","PACIFIC NORTHWEST","EL HYDRAULIC","OFFICE","PLATINUM",266.34,8
"110276","SOUTHWEST","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",86,1
"75033","PACIFIC NORTHWEST","EL HYDRAULIC","RETAIL","PLATINUM PREMIERE",2478.65,8
"75069","PACIFIC NORTHWEST","EL HY TWIN POST","INDUSTRIAL","PLATINUM",300,8
"31834","FLORIDA","EL HY TWIN POST","EDUCATION / RELIGION","GOLD",195,1
"19608","FLORIDA","EL HYDRAULIC","HOTEL / RESTAURANT","PLATINUM",234.95,5
"21854","FLORIDA","EL HYDRAULIC","PRIVATE RESIDENTIAL - COMFORT","GOLD",152.69,1
"4913","CALIFORNIA","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",160.76,1
"81821","PACIFIC NORTHWEST","EL HY IN-GROUND","HOTEL / RESTAURANT","PLATINUM",280,8
"1510","CALIFORNIA","EL MR MED","PARKING GARAGE","PLATINUM",600,2
"44230","MIDWEST","EL TR GEARED","RETAIL","GOLD",250,6
"81104","PACIFIC NORTHWEST","EL MR GEARED","OFFICE","BRONZE",242.22,4
"43337","MID ATLANTIC","EL TR GEARED","EDUCATION / RELIGION","BRONZE",215.68,5
"69762","NORTHEAST","EL HYDRAULIC","HOTEL / RESTAURANT","GOLD",350,7
"78889","PACIFIC NORTHWEST","EL TR GEARED","MIXED USE BUILDINGS","GOLD",300.95,6
