"","region","subtype","market","coveragetype","price","cluster"
"2747","CALIFORNIA","EL HYDRAULIC","OFFICE","GOLD",142.5,4
"86240","SOUTH","EL TR GEARED","HOSPITAL / HEALTHCARE","PLATINUM",186,2
"78899","PACIFIC NORTHWEST","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",190,7
"36835","MID ATLANTIC","EL TR GEARED","EDUCATION / RELIGION","BRONZE",197,5
"48364","MIDWEST","EL MR LOW","EDUCATION / RELIGION","GOLD",295,4
"70436","NORTHEAST","EL HYDRAULIC","MIXED USE BUILDINGS","BRONZE",100,7
"32831","MID ATLANTIC","EL HYDRAULIC","OFFICE","PLATINUM PREMIERE",190,4
"104164","SOUTHWEST","EL HYDRAULIC","OFFICE","PLATINUM",170,4
"49131","MIDWEST","EL TR GEARED","EDUCATION / RELIGION","GOLD",273.51,6
"8309","CALIFORNIA","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",121.63,7
"40882","MID ATLANTIC","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",573.06,8
"48878","MIDWEST","EL TR GEARED","EDUCATION / RELIGION","GOLD",605.78,6
"98782","SOUTHEAST","EL HYDRAULIC","HOTEL / RESTAURANT","PLATINUM PREMIERE",220,1
"34003","MID ATLANTIC","EL HYDRAULIC","OFFICE","GOLD",185,4
"14733","CENTRAL","EL TR GEARLESS","OFFICE","GOLD",580,4
"113348","SOUTHWEST","EL HYDRAULIC","ENTERTAINMENT / LEISURE","GOLD",435,6
"107755","SOUTHWEST","EL HYDRAULIC","OFFICE","GOLD",135,4
"60157","NORTHEAST","EL TR GEARED","OFFICE","GOLD",140,4
"35787","MID ATLANTIC","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",140,5
"103296","SOUTHWEST","EL HYDRAULIC","HOSPITAL / HEALTHCARE","GOLD",277.39,6
"11949","CENTRAL","EL HY IN-GROUND","HOSPITAL / HEALTHCARE","GOLD",145,6
"45324","MIDWEST","EL HYDRAULIC","ENTERTAINMENT / LEISURE","GOLD",150,4
"18083","CENTRAL","EL HYDRAULIC","OFFICE","GOLD",205,4
"38821","MID ATLANTIC","EL TR GEARED","HOSPITAL / HEALTHCARE","PLATINUM",447.63,2
"88438","SOUTH","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",210,1
"102455","SOUTHWEST","EL HYDRAULIC","HOSPITAL / HEALTHCARE","PLATINUM",312.45,3
"58831","MIDWEST","EL TR GEARED","PRIVATE RESIDENTIAL - COMFORT","PLATINUM",390,2
"112688","SOUTHWEST","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",198,7
"63299","NORTHEAST","EL HYDRAULIC","HOSPITAL / HEALTHCARE","GOLD",245,7
"17868","CENTRAL","EL TR GEARED","HOSPITAL / HEALTHCARE","PLATINUM PREMIERE",448,3
"40230","MID ATLANTIC","EL MACHINE ROOMLESS","HOTEL / RESTAURANT","PLATINUM PREMIERE",550,9
"79070","PACIFIC NORTHWEST","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",394.14,8
"96042","SOUTHEAST","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM PREMIERE",41.2,1
"48796","MIDWEST","EL TR GEARED","EDUCATION / RELIGION","GOLD",605.78,6
"93463","SOUTHEAST","EL MACHINE ROOMLESS","PRIVATE RESIDENTIAL - PREMIUM","PLATINUM PREMIERE",510,9
"49376","MIDWEST","EL HY MRL","EDUCATION / RELIGION","GOLD",185,4
"27332","FLORIDA","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM PREMIERE",239.5,3
"37273","MID ATLANTIC","EL MACHINE ROOMLESS","HOSPITAL / HEALTHCARE","GOLD",390,6
"111937","SOUTHWEST","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",150,8
"69804","NORTHEAST","EL TR GEARLESS","MIXED USE BUILDINGS","PLATINUM PREMIERE",1200,9
"55661","MIDWEST","EL TR GEARED","RETAIL","PLATINUM",500,2
"103112","SOUTHWEST","EL MR MED","ENTERTAINMENT / LEISURE","PLATINUM",1284.9,2
"96040","SOUTHEAST","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM PREMIERE",41.2,1
"83518","SOUTH","EL HYDRAULIC","OFFICE","GOLD",150,4
"86944","SOUTH","EL MACHINE ROOMLESS","PARKING GARAGE","PLATINUM",28514.29,2
"78950","PACIFIC NORTHWEST","EL HYDRAULIC","OFFICE","BRONZE",140,4
"17130","CENTRAL","EL HY IN-GROUND","EDUCATION / RELIGION","BRONZE",98,1
"55083","MIDWEST","EL HYDRAULIC","HOSPITAL / HEALTHCARE","PLATINUM",196,4
"104439","SOUTHWEST","EL TR GEARLESS","MIXED USE BUILDINGS","PLATINUM PREMIERE",264.06,9
"86755","SOUTH","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",256,8
"74589","PACIFIC NORTHWEST","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",298.03,8
"28309","FLORIDA","EL HYDRAULIC","PRIVATE RESIDENTIAL - COMFORT","PLATINUM PREMIERE",295,3
"106571","SOUTHWEST","EL MACHINE ROOMLESS","HOTEL / RESTAURANT","GOLD",312.28,6
"64805","NORTHEAST","EL TR GEARED","MIXED USE BUILDINGS","PLATINUM",220,9
"7414","CALIFORNIA","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM",216.08,5
"1431","CALIFORNIA","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",200,7
"88084","SOUTH","EL TR GEARED","OFFICE","PLATINUM",670,2
"48962","MIDWEST","EL TR GEARED","EDUCATION / RELIGION","GOLD",605.78,6
"17065","CENTRAL","EL HY MRL","PRIVATE RESIDENTIAL - COMFORT","PLATINUM PREMIERE",250,3
"18722","CENTRAL","EL TR GEARED","HOSPITAL / HEALTHCARE","PLATINUM",215.27,6
"72060","PACIFIC NORTHWEST","EL MACHINE ROOMLESS","MIXED USE BUILDINGS","PLATINUM",367.2,8
"14050","CENTRAL","EL MR MED","OFFICE","PLATINUM",14605,2
"91591","SOUTHEAST","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",200,1
"16531","CENTRAL","EL HYDRAULIC","HOSPITAL / HEALTHCARE","GOLD",165,1
"54497","MIDWEST","EL HY IN-GROUND","PRIVATE RESIDENTIAL - COMFORT","GOLD",150,4
"110174","SOUTHWEST","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM",75,5
"90641","SOUTH","EL HYDRAULIC","OFFICE","PLATINUM",210,2
"30954","FLORIDA","EL HYDRAULIC","PRIVATE RESIDENTIAL - COMFORT","PLATINUM PREMIERE",270,3
"42930","MID ATLANTIC","EL TR GEARED","OFFICE","PLATINUM",150,2
"110185","SOUTHWEST","EL TR GEARED","EDUCATION / RELIGION","PLATINUM",75,5
"83892","SOUTH","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM",140,5
"83976","SOUTH","EL MR LOW","EDUCATION / RELIGION","PLATINUM",140,5
"32619","MID ATLANTIC","EL TR GEARED","HOSPITAL / HEALTHCARE","GOLD",255,6
"56430","MIDWEST","EL HY TELESCOPIC","HOTEL / RESTAURANT","GOLD",148.71,4
"30621","FLORIDA","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",185,1
"29279","FLORIDA","EL TR GEARED","OFFICE","PLATINUM",300,2
"66950","NORTHEAST","EL TR GEARLESS","MIXED USE BUILDINGS","PLATINUM PREMIERE",750,9
"31779","FLORIDA","EL TR GEARED","OFFICE","GOLD",353.34,6
"3638","CALIFORNIA","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",230,7
"23374","FLORIDA","EL TR GEARLESS","OFFICE","GOLD",487.4,4
"74829","PACIFIC NORTHWEST","EL TR GEARED","HOTEL / RESTAURANT","PLATINUM",842.78,2
"16742","CENTRAL","EL DW GEARED","EDUCATION / RELIGION","GOLD",6075,1
"98361","SOUTHEAST","EL HYDRAULIC","OFFICE","GOLD",125,1
"43480","MID ATLANTIC","EL TR GEARED","EDUCATION / RELIGION","PLATINUM",385,5
"32763","MID ATLANTIC","EL TR GEARED","MIXED USE BUILDINGS","GOLD",332.2,6
"78005","PACIFIC NORTHWEST","EL HY TWIN POST","EDUCATION / RELIGION","BRONZE",90,1
"107147","SOUTHWEST","EL HY IN-GROUND","EDUCATION / RELIGION","PLATINUM",127,5
"43047","MID ATLANTIC","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM",200,5
"23809","FLORIDA","EL TR GEARLESS","HOSPITAL / HEALTHCARE","PLATINUM PREMIERE",292.67,3
"96556","SOUTHEAST","EL MACHINE ROOMLESS","HOTEL / RESTAURANT","PLATINUM",410,2
"8259","CALIFORNIA","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",370,7
"53811","MIDWEST","EL MR MED","HOSPITAL / HEALTHCARE","PLATINUM",240,5
"79088","PACIFIC NORTHWEST","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",408.09,8
"6738","CALIFORNIA","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM",11000,5
"24523","FLORIDA","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",435.53,1
"27651","FLORIDA","EL HYDRAULIC","OFFICE","GOLD",180,4
"67984","NORTHEAST","EL MACHINE ROOMLESS","HOTEL / RESTAURANT","PLATINUM",501,2
"37703","MID ATLANTIC","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",219.7,5
"64204","NORTHEAST","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",230,7
"48208","MIDWEST","EL TR GEARED","OFFICE","PLATINUM",125,2
"103537","SOUTHWEST","EL TR GEARED","HOSPITAL / HEALTHCARE","BRONZE",305,6
"96445","SOUTHEAST","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",228,1
"12993","CENTRAL","EL TR GEARED","OFFICE","PLATINUM",200,2
"22365","FLORIDA","EL HY IN-GROUND","HOTEL / RESTAURANT","GOLD",180,4
"10508","CENTRAL","EL TR GEARED","OFFICE","PLATINUM",450,2
"34553","MID ATLANTIC","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",165,1
"105673","SOUTHWEST","EL HYDRAULIC","AIRPORT","PLATINUM PREMIERE",672181.16,3
"31274","FLORIDA","EL TR GEARED","HOSPITAL / HEALTHCARE","PLATINUM PREMIERE",388,3
"22390","FLORIDA","EL TR GEARED","OFFICE","PLATINUM",489,2
"53533","MIDWEST","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM",165,5
"21511","FLORIDA","EL TR GEARLESS","EDUCATION / RELIGION","PLATINUM PREMIERE",195,3
"41503","MID ATLANTIC","EL MR GEARED","HOTEL / RESTAURANT","PLATINUM",595,5
"55211","MIDWEST","EL TR GEARED","HOTEL / RESTAURANT","PLATINUM PREMIERE",354,9
"69133","NORTHEAST","EL HYDRAULIC","OFFICE","PLATINUM PREMIERE",235.52,4
"66674","NORTHEAST","EL TR GEARED","MIXED USE BUILDINGS","PLATINUM PREMIERE",765,9
"73503","PACIFIC NORTHWEST","EL TR GEARED","OFFICE","PLATINUM PREMIERE",685,9
"74693","PACIFIC NORTHWEST","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",195,7
"38378","MID ATLANTIC","EL TR GEARED","MIXED USE BUILDINGS","PLATINUM",69,5
"21643","FLORIDA","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM PREMIERE",195,3
"90033","SOUTH","EL HY MRL","PRIVATE RESIDENTIAL - COMFORT","PLATINUM PREMIERE",253.25,3
"30780","FLORIDA","EL HYDRAULIC","PRIVATE RESIDENTIAL - COMFORT","PLATINUM PREMIERE",206,3
"12016","CENTRAL","EL HYDRAULIC","HOSPITAL / HEALTHCARE","GOLD",312.86,3
"14138","CENTRAL","EL HY TELESCOPIC","PRIVATE RESIDENTIAL - PREMIUM","PLATINUM PREMIERE",250,3
"103393","SOUTHWEST","EL HYDRAULIC","HOTEL / RESTAURANT","PLATINUM PREMIERE",660.69,3
"86166","SOUTH","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",260,1
"96559","SOUTHEAST","EL HY TWIN POST","OFFICE","BRONZE",225,4
"86813","SOUTH","EL TR GEARLESS","OFFICE","PLATINUM",45001,2
"28494","FLORIDA","EL TR GEARLESS","PRIVATE RESIDENTIAL - COMFORT","PLATINUM",380,8
"48756","MIDWEST","EL MR GEARED","EDUCATION / RELIGION","GOLD",605.78,4
"35083","MID ATLANTIC","EL MR LOW","MIXED USE BUILDINGS","BRONZE",200,5
"76081","PACIFIC NORTHWEST","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM PREMIERE",194.21,5
"97899","SOUTHEAST","EL HYDRAULIC","OFFICE","GOLD",170,1
"85024","SOUTH","EL TR GEARED","OFFICE","PLATINUM",485,2
"74011","PACIFIC NORTHWEST","EL TR GEARLESS","PRIVATE RESIDENTIAL - COMFORT","PLATINUM PREMIERE",1235,9
"5627","CALIFORNIA","EL HY TWIN POST","OFFICE","GOLD",234.44,7
"28643","FLORIDA","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",133.33,8
"78796","PACIFIC NORTHWEST","INDUSTRIAL LIFT","MIXED USE BUILDINGS","BRONZE",123,8
"52313","MIDWEST","EL HYDRAULIC","OFFICE","GOLD",165,4
"64702","NORTHEAST","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",200,7
"112037","SOUTHWEST","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",160,1
"107963","SOUTHWEST","EL HYDRAULIC","OFFICE","PLATINUM",324.15,8
"87447","SOUTH","EL HY TELESCOPIC","RETAIL","GOLD",122.71,1
"13651","CENTRAL","EL TR GEARLESS","OFFICE","PLATINUM PREMIERE",615.82,9
"13657","CENTRAL","EL HY TELESCOPIC","PRIVATE RESIDENTIAL - COMFORT","PLATINUM PREMIERE",235,3
"25809","FLORIDA","EL TR GEARED","OFFICE","PLATINUM",371,2
"2286","CALIFORNIA","EL TR GEARED","EDUCATION / RELIGION","GOLD",185,1
"61986","NORTHEAST","EL TR GEARED","HOSPITAL / HEALTHCARE","GOLD",581.29,6
"30935","FLORIDA","EL TR GEARLESS","PRIVATE RESIDENTIAL - COMFORT","PLATINUM PREMIERE",300,3
"45602","MIDWEST","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM",57003.69,5
"19587","FLORIDA","EL TR GEARED","OFFICE","PLATINUM PREMIERE",304.51,3
"73851","PACIFIC NORTHWEST","EL HYDRAULIC","HOSPITAL / HEALTHCARE","PLATINUM",1721.43,8
"7221","CALIFORNIA","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",288,7
"79288","PACIFIC NORTHWEST","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",81,1
"3303","CALIFORNIA","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM",9683,5
"18510","CENTRAL","EL TR GEARED","OFFICE","PLATINUM",526.41,2
"74374","PACIFIC NORTHWEST","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",291.31,8
"4472","CALIFORNIA","EL HYDRAULIC","AIRPORT","PLATINUM",450,8
"24275","FLORIDA","EL HYDRAULIC","PARKING GARAGE","GOLD",520.63,3
"76147","PACIFIC NORTHWEST","EL TR GEARLESS","MIXED USE BUILDINGS","PLATINUM",538,8
"82288","PACIFIC NORTHWEST","EL HY TELESCOPIC","MIXED USE BUILDINGS","GOLD",235,7
"84747","SOUTH","EL HYDRAULIC","OFFICE","PLATINUM",192.85,2
"20746","FLORIDA","EL TR GEARED","OFFICE","PLATINUM PREMIERE",700,9
"12926","CENTRAL","EL HYDRAULIC","OFFICE","PLATINUM",226,5
"28348","FLORIDA","EL TR GEARED","MIXED USE BUILDINGS","PLATINUM",291.2,8
"44241","MIDWEST","EL HYDRAULIC","OFFICE","PLATINUM",185.81,4
"55909","MIDWEST","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",125,8
"105811","SOUTHWEST","EL HYDRAULIC","HOTEL / RESTAURANT","PLATINUM PREMIERE",713.42,3
"104474","SOUTHWEST","EL HYDRAULIC","HOSPITAL / HEALTHCARE","GOLD",145,6
"108316","SOUTHWEST","EL HY MRL","EDUCATION / RELIGION","GOLD",185,1
"18549","CENTRAL","EL HYDRAULIC","MIXED USE BUILDINGS","BRONZE",113.68,7
"90615","SOUTH","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",260,8
"3014","CALIFORNIA","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",245,7
"70838","NORTHEAST","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",231.88,1
"31446","FLORIDA","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM",116,5
"106691","SOUTHWEST","EL HY IN-GROUND","INDUSTRIAL","GOLD",700,6
"39918","MID ATLANTIC","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",175,5
"52854","MIDWEST","EL TR GEARED","RETAIL","BRONZE",105,4
"94114","SOUTHEAST","EL HYDRAULIC","HOSPITAL / HEALTHCARE","PLATINUM",504,8
"69202","NORTHEAST","EL TR GEARED","EDUCATION / RELIGION","PLATINUM PREMIERE",770,9
"17878","CENTRAL","EL TR GEARED","HOSPITAL / HEALTHCARE","PLATINUM PREMIERE",448,3
"79597","PACIFIC NORTHWEST","PL HY SCISSORS","INDUSTRIAL","BRONZE",150,8
"80782","PACIFIC NORTHWEST","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",295,8
"22704","FLORIDA","EL TR GEARLESS","PRIVATE RESIDENTIAL - PREMIUM","GOLD",500,3
"58712","MIDWEST","EL TR GEARLESS","OFFICE","PLATINUM",733,2
"17180","CENTRAL","EL TR GEARED","INDUSTRIAL","GOLD",779.78,6
"15477","CENTRAL","EL TR GEARLESS","OFFICE","PLATINUM",746.62,2
"35179","MID ATLANTIC","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",87.63,7
"35320","MID ATLANTIC","EL DW GEARED","EDUCATION / RELIGION","PLATINUM",82.17,5
"72902","PACIFIC NORTHWEST","EL HYDRAULIC","HOSPITAL / HEALTHCARE","PLATINUM",155,8
"39894","MID ATLANTIC","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",165,5
"67953","NORTHEAST","EL HYDRAULIC","OFFICE","GOLD",602.74,4
"51650","MIDWEST","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM",160,5
"68296","NORTHEAST","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",498.5,7
"112989","SOUTHWEST","EL HYDRAULIC","OFFICE","BRONZE",125,4
"11079","CENTRAL","EL TR GEARED","INDUSTRIAL","GOLD",6293.36,6
"97327","SOUTHEAST","EL HY MRL","MIXED USE BUILDINGS","GOLD",294,7
"24235","FLORIDA","EL TR GEARED","PRIVATE RESIDENTIAL - COMFORT","PLATINUM",567.65,2
"85545","SOUTH","EL HY MRL","OFFICE","GOLD",235,4
"44055","MID ATLANTIC","EL HYDRAULIC","HOSPITAL / HEALTHCARE","PLATINUM PREMIERE",270,3
"91932","SOUTHEAST","EL TR GEARLESS","MIXED USE BUILDINGS","PLATINUM",703.38,8
"84031","SOUTH","EL HY IN-GROUND","PRIVATE RESIDENTIAL - COMFORT","GOLD",225,7
"9306","CALIFORNIA","EL HL TRACTION","INDUSTRIAL","GOLD",145,7
"7021","CALIFORNIA","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM",487.25,5
"103411","SOUTHWEST","EL MACHINE ROOMLESS","HOTEL / RESTAURANT","PLATINUM PREMIERE",660.69,9
"9505","CALIFORNIA","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",225,7
"17816","CENTRAL","EL HYDRAULIC","HOSPITAL / HEALTHCARE","PLATINUM PREMIERE",448,3
"42954","MID ATLANTIC","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",530,5
"8969","CALIFORNIA","EL TR GEARED","OFFICE","PLATINUM",125,2
"89094","SOUTH","EL TR GEARLESS","EDUCATION / RELIGION","GOLD",250,1
"66878","NORTHEAST","EL TR GEARED","MIXED USE BUILDINGS","PLATINUM PREMIERE",1721.6,9
"16464","CENTRAL","EL HY MRL","HOSPITAL / HEALTHCARE","GOLD",250,6
"72601","PACIFIC NORTHWEST","EL HY MRL","HOTEL / RESTAURANT","GOLD",300,6
"15060","CENTRAL","EL HYDRAULIC","PRIVATE RESIDENTIAL - COMFORT","PLATINUM",200,5
"100070","SOUTHEAST","EL MR LOW","OFFICE","BRONZE",107.06,1
"61837","NORTHEAST","EL MACHINE ROOMLESS","HOSPITAL / HEALTHCARE","GOLD",581.29,6
"6382","CALIFORNIA","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM",16400,5
"43245","MID ATLANTIC","EL HYDRAULIC","EDUCATION / RELIGION","BRONZE",200,5
"108291","SOUTHWEST","EL MACHINE ROOMLESS","EDUCATION / RELIGION","GOLD",76,1
"57949","MIDWEST","EL HYDRAULIC","HOSPITAL / HEALTHCARE","GOLD",466,4
"76539","PACIFIC NORTHWEST","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",225.14,7
"31029","FLORIDA","EL HYDRAULIC","PRIVATE RESIDENTIAL - COMFORT","PLATINUM PREMIERE",250,3
"38013","MID ATLANTIC","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",250,5
"18152","CENTRAL","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",150,1
"110483","SOUTHWEST","EL HYDRAULIC","OFFICE","BRONZE",85,4
"51633","MIDWEST","EL HYDRAULIC","RETAIL","GOLD",105,4
"110057","SOUTHWEST","EL HYDRAULIC","ENTERTAINMENT / LEISURE","GOLD",150,1
"38434","MID ATLANTIC","EL MACHINE ROOMLESS","EDUCATION / RELIGION","PLATINUM",440,5
"61086","NORTHEAST","EL TR GEARLESS","OFFICE","GOLD",760.7,4
"35106","MID ATLANTIC","EL TR GEARLESS","MIXED USE BUILDINGS","PLATINUM",275,5
"56678","MIDWEST","EL HYDRAULIC","HOSPITAL / HEALTHCARE","PLATINUM",120,4
"108136","SOUTHWEST","EL TR GEARED","EDUCATION / RELIGION","GOLD",330,6
"112305","SOUTHWEST","EL HY MRL","INDUSTRIAL","BRONZE",78,6
"19473","FLORIDA","EL TR GEARED","HOTEL / RESTAURANT","PLATINUM",504.28,2
"101789","SOUTHEAST","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",220,1
"65522","NORTHEAST","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",212,1
"90135","SOUTH","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",225,8
"30944","FLORIDA","EL HYDRAULIC","OFFICE","GOLD",205,4
"53504","MIDWEST","EL HYDRAULIC","INDUSTRIAL","PLATINUM",350,8
"80466","PACIFIC NORTHWEST","EL HYDRAULIC","HOTEL / RESTAURANT","GOLD",265,7
"2018","CALIFORNIA","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",411,8
"54814","MIDWEST","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",112.5,1
"106784","SOUTHWEST","EL TR GEARED","EDUCATION / RELIGION","PLATINUM",1030,2
"66933","NORTHEAST","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM PREMIERE",880,9
"79351","PACIFIC NORTHWEST","EL HYDRAULIC","PRIVATE RESIDENTIAL - COMFORT","PLATINUM",230.01,8
"96052","SOUTHEAST","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM PREMIERE",41.2,1
"108591","SOUTHWEST","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",225,1
"83709","SOUTH","EL HY TELESCOPIC","INDUSTRIAL","PLATINUM",220,2
"8534","CALIFORNIA","EL TR GEARED","MIXED USE BUILDINGS","PLATINUM PREMIERE",343.2,9
"37216","MID ATLANTIC","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM",265,5
"108929","SOUTHWEST","EL HYDRAULIC","HOSPITAL / HEALTHCARE","PLATINUM PREMIERE",366,3
"63355","NORTHEAST","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM",220,5
"94849","SOUTHEAST","EL HYDRAULIC","HOSPITAL / HEALTHCARE","PLATINUM PREMIERE",201.26,3
"93396","SOUTHEAST","EL TR GEARLESS","MIXED USE BUILDINGS","PLATINUM",550,8
"95332","SOUTHEAST","EL TR GEARLESS","EDUCATION / RELIGION","GOLD",225,1
"15591","CENTRAL","EL TR GEARLESS","OFFICE","GOLD",421,4
"74470","PACIFIC NORTHWEST","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",243.98,1
"43459","MID ATLANTIC","EL HYDRAULIC","EDUCATION / RELIGION","BRONZE",77.5,5
"29896","FLORIDA","EL HYDRAULIC","PRIVATE RESIDENTIAL - PREMIUM","PLATINUM",215,5
"83337","SOUTH","EL HYDRAULIC","OFFICE","GOLD",232.5,4
"98069","SOUTHEAST","EL HY MRL","EDUCATION / RELIGION","GOLD",132,1
"61074","NORTHEAST","EL TR GEARED","MIXED USE BUILDINGS","PLATINUM",624.86,9
"44023","MID ATLANTIC","EL HY MRL","INDUSTRIAL","GOLD",175,4
"94963","SOUTHEAST","EL TR GEARLESS","EDUCATION / RELIGION","PLATINUM PREMIERE",150,1
"37148","MID ATLANTIC","EL MR GEARED","EDUCATION / RELIGION","GOLD",240,5
"86057","SOUTH","EL TR GEARED","HOSPITAL / HEALTHCARE","PLATINUM PREMIERE",672.25,9
"63450","NORTHEAST","EL HYDRAULIC","HOSPITAL / HEALTHCARE","GOLD",430.83,3
"28058","FLORIDA","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM",120,5
"58320","MIDWEST","EL HY IN-GROUND","HOSPITAL / HEALTHCARE","PLATINUM",258,6
"79204","PACIFIC NORTHWEST","EL HYDRAULIC","OFFICE","GOLD",230,4
"110701","SOUTHWEST","EL HYDRAULIC","HOTEL / RESTAURANT","GOLD",187.5,4
"86550","SOUTH","EL HYDRAULIC","ENTERTAINMENT / LEISURE","GOLD",184.3,4
"13915","CENTRAL","EL HY TELESCOPIC","PRIVATE RESIDENTIAL - COMFORT","PLATINUM PREMIERE",192,3
"25997","FLORIDA","EL MR GEARED","EDUCATION / RELIGION","PLATINUM PREMIERE",373.86,3
"40788","MID ATLANTIC","EL MR GEARED","MIXED USE BUILDINGS","GOLD",600,7
"88439","SOUTH","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",210,1
"87564","SOUTH","EL HYDRAULIC","OFFICE","GOLD",185,4
"2524","CALIFORNIA","EL HYDRAULIC","HOTEL / RESTAURANT","PLATINUM",215,5
"64480","NORTHEAST","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",215,7
"81227","PACIFIC NORTHWEST","EL HYDRAULIC","HOSPITAL / HEALTHCARE","PLATINUM",254.88,8
"75410","PACIFIC NORTHWEST","EL TR GEARLESS","OFFICE","PLATINUM",615,2
"15605","CENTRAL","EL TR GEARED","HOSPITAL / HEALTHCARE","GOLD",364.44,6
"47110","MIDWEST","EL MACHINE ROOMLESS","ENTERTAINMENT / LEISURE","BRONZE",334.73,4
"64397","NORTHEAST","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",150,1
"56905","MIDWEST","EL HYDRAULIC","RETAIL","PLATINUM",225,5
"102326","SOUTHWEST","EL HYDRAULIC","OFFICE","PLATINUM PREMIERE",325,3
"110617","SOUTHWEST","EL HY IN-GROUND","OFFICE","GOLD",170,4
"2073","CALIFORNIA","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM",127.42,5
"101208","SOUTHEAST","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM PREMIERE",200.3,7
"77446","PACIFIC NORTHWEST","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",235.91,7
"4501","CALIFORNIA","EL MACHINE ROOMLESS","PARKING GARAGE","PLATINUM",550,2
